,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,income,capital.gain_log,capital.loss_log,native.country_grouped,hours.per.week_log
118,32,Local-gov,12.392469221477269,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
119,42,Private,12.19774809238394,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1,0.0,7.551186867296149,1,3.970291913552122
120,25,State-gov,12.2930986057468,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Female,0,0.0,0.0,3,3.713572066704308
121,26,Private,12.270984534457316,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
122,22,Private,12.50423090064983,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.0,0.0,3,2.3978952727983707
123,53,Private,11.715155852570897,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
124,22,Private,11.963580613779486,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0.0,0.0,3,3.258096538021482
125,34,Private,10.933588996380909,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
126,21,Private,12.525965340842962,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0.0,0.0,3,3.713572066704308
127,25,Private,10.518267704021968,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.9318256327243257
128,52,Private,11.675681866269343,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.0,0.0,3,3.6635616461296463
129,55,Federal-gov,12.38083654840184,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,1,0.0,7.543273346705446,3,3.713572066704308
130,22,Private,12.122533415473915,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0.0,0.0,3,3.713572066704308
131,43,Local-gov,11.870928526570127,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0.0,0.0,3,3.044522437723423
132,28,Private,12.12844618305036,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0.0,0.0,3,3.713572066704308
133,36,Private,11.670561492482058,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0.0,0.0,3,3.713572066704308
134,26,Private,12.629066555922632,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
135,47,Private,12.52847493446014,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0.0,0.0,3,3.295836866004329
136,55,Local-gov,11.612689348659078,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.0,0.0,3,3.970291913552122
137,38,Private,12.849357086917715,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0.0,0.0,3,3.4339872044851463
138,71,Self-emp-not-inc,11.873658165069706,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,1,9.269175157697076,0.0,3,3.713572066704308
139,26,Private,11.60000183984745,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0.0,0.0,3,3.8918202981106265
140,49,Private,12.184481219286695,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
141,27,Federal-gov,12.187842481265724,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,8.310169021981912,0.0,2,3.713572066704308
142,36,Private,12.04576890774138,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0.0,0.0,3,3.828641396489095
143,44,Private,12.2330796510167,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
144,64,Private,12.3730351875419,5th-6th,3,Widowed,Other-service,Not-in-family,Black,Female,0,0.0,0.0,3,2.833213344056216
145,24,Private,12.043971275900963,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0.0,0.0,3,3.258096538021482
146,38,Self-emp-inc,12.141064680887908,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
147,58,Self-emp-not-inc,12.229872176515032,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
148,25,Private,12.11301392927857,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,7.365180126021013,3,3.713572066704308
149,48,Private,12.033408307329257,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0.0,0.0,3,3.828641396489095
150,21,Private,12.488831368160586,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0.0,0.0,3,3.713572066704308
151,33,Self-emp-not-inc,11.81108743100238,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.58351893845611
152,29,Local-gov,11.800567536621989,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
153,31,Private,12.565169155110723,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,8.109525659752872,0.0,3,3.713572066704308
154,57,Private,11.6337350271823,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
155,39,Private,12.809677977428624,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
156,26,Private,12.260873281996288,Some-college,10,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,0,0.0,0.0,2,3.58351893845611
157,20,Private,12.072941172926978,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.0,0.0,0,3.713572066704308
158,51,Private,12.392506568277584,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0.0,0.0,1,3.713572066704308
159,40,Private,12.317385908379922,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.0,0.0,1,3.713572066704308
160,44,Private,12.128424568438884,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.58351893845611
161,55,Private,12.315500876803805,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
162,43,Private,12.29481127995146,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,8.109525659752872,0.0,3,3.713572066704308
163,26,Private,12.716225042730006,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
164,47,Private,12.387835713064698,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0.0,7.589841512182657,3,3.828641396489095
165,40,Private,11.246691723724316,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0.0,0.0,3,3.713572066704308
166,23,Private,12.663111342073176,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.0,0.0,3,3.4339872044851463
167,41,Private,11.554038617099993,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0.0,0.0,3,3.970291913552122
168,29,Private,11.77564351300278,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0.0,0.0,3,3.713572066704308
169,18,Private,12.122783423627656,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,0,8.04044688130311,0.0,3,3.713572066704308
170,48,Private,12.16930492133796,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
171,24,Private,13.108335444419684,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0.0,0.0,3,3.713572066704308
172,18,Private,11.619598119397336,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0.0,0.0,3,3.044522437723423
173,28,Private,12.07817108987762,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
174,27,Private,12.241507354652448,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.0,0.0,3,3.713572066704308
175,33,Local-gov,12.122277907786907,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,8.94754601503218,0.0,3,3.58351893845611
176,32,Private,12.224280865178844,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0.0,6.78105762593618,3,3.6109179126442243
177,27,Private,11.712095944762291,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.8918202981106265
178,24,Private,13.01574206727908,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
179,19,Private,12.19939540227685,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.0,0.0,3,3.713572066704308
180,65,Private,12.23227631102681,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.0,0.0,3,3.2188758248682006
181,18,Private,12.117432670366902,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0.0,0.0,3,3.58351893845611
182,28,Private,12.518215596406964,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0.0,0.0,3,3.713572066704308
183,25,Private,12.360774601947996,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0.0,0.0,3,3.4339872044851463
184,28,Private,11.993343426314793,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0.0,0.0,3,3.713572066704308
185,37,Self-emp-not-inc,10.363156714657803,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
186,36,Private,11.666581736883748,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,8.490027523343468,0.0,3,3.713572066704308
187,44,Private,12.234771855126828,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
188,48,Self-emp-not-inc,12.416706273026223,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
189,39,Private,12.730502313242544,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0.0,0.0,3,3.970291913552122
190,35,Private,12.28522572683426,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0.0,0.0,3,3.9318256327243257
191,37,Private,11.014077817963646,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,1,0.0,0.0,1,3.713572066704308
192,33,Self-emp-inc,11.759918346582957,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0.0,0.0,3,3.713572066704308
193,35,Private,11.891991839223827,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
194,30,Private,11.721393861007074,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0.0,0.0,3,3.9318256327243257
195,38,Private,11.688373452821011,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
196,31,Self-emp-not-inc,12.284347637869027,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,1,0.0,0.0,3,3.58351893845611
197,39,Self-emp-not-inc,11.72877044640329,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
